No.,Date,Account,Note,Amount,Label,Time
326,11-10-2022,Pocket,dinner,35,0.0,0
327,12-10-2022,Pocket,dinner,40,479.0,0
328,13-10-2022,Pocket,dinner,50,0.0,0
329,14-10-2022,Pocket,dinner,70,0.0,0
330,15-10-2022,Pocket,dinner,50,0.0,0
331,15-10-2022,Pocket,print,10,0.0,0
332,15-10-2022,Pocket,chocolate ,10,0.0,0
333,16-10-2022,Pocket,dinner,50,0.0,0
334,17-10-2022,Pocket,dinner,50,0.0,0
335,18-10-2022,Pocket,dinner,50,0.0,0
336,19-10-2022,Pocket,riksha,20,0.0,0
337,08-11-2022,Pocket,riksha,30,1000.0,0
338,09-11-2022,Pocket,dinner,35,0.0,0
339,10-11-2022,Pocket,dinner+lunch,60,0.0,0
340,11-11-2022,Pocket,dinner+lunch,50,0.0,0
341,12-11-2022,Pocket,dinner+coffee,55,0.0,0
342,12-11-2022,Pocket,to 7373,275,0.0,0
343,13-11-2022,Pocket,dinner + lunch,90,0.0,0
344,14-11-2022,Pocket,dinner,35,37.0,0
345,15-11-2022,Pocket,dinner,35,0.0,0
346,16-11-2022,Pocket,dinner,45,0.0,0
347,17-11-2022,Pocket,dinner + lunch + coffee ,75,0.0,0
348,18-11-2022,Pocket,dinner ,35,0.0,0
349,18-11-2022,Pocket,coffee + mug,132,0.0,0
350,19-11-2022,Pocket,dinner + lunch + ☕,70,500.0,0
351,20-11-2022,Pocket,dinner + lunch,50,0.0,0
352,21-11-2022,Pocket,dinner + lunch,50,0.0,0
353,22-11-2022,Pocket,dinner + lunch,50,0.0,0
354,23-11-2022,Pocket,dinner + lunch,50,0.0,0
355,23-11-2022,Pocket,for kirti dii,50,0.0,0
356,24-11-2022,Pocket,riksha+train+bus,128,0.0,0
357,25-11-2022,Pocket,riksha+train+bus,133,0.0,0
358,26-11-2022,Pocket,dinner,35,102.0,0
359,27-11-2022,Pocket,lunch + dinner + ☕,65,500.0,0
360,28-11-2022,Pocket,dinner,40,0.0,0
361,29-11-2022,Pocket,dinner,35,0.0,0
362,30-11-2022,Pocket,dinner,35,0.0,0
363,01-12-2022,Pocket,dinner,40,0.0,0
364,02-12-2022,Pocket,dinner,35,0.0,0
365,03-12-2022,Pocket,dinner + lunch ,65,0.0,0
366,04-12-2022,Pocket,dinner + ☕ + lunch,75,0.0,0
367,05-12-2022,Pocket,dinner + lunch,60,0.0,0
368,06-12-2022,Pocket,dinner,40,0.0,0
369,07-12-2022,Pocket,dinner,35,1000.0,0
370,07-12-2022,Pocket,for laptop,50,0.0,0
